image_name,category,image_path
adult-23.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-23.jpg
adult-24.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-24.jpg
adult-25.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-25.jpg
adult-26.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-26.jpg
adult-27.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-27.jpg
adult-28.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-28.jpg
adult-29.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-29.jpg
adult-3.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-3.jpg
adult-30.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-30.jpg
adult-31.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-31.jpg
adult-32.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-32.jpg
adult-33.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-33.jpg
adult-34.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-34.jpg
adult-35.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-35.jpg
adult-36.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-36.jpg
adult-37.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-37.jpg
adult-38.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-38.jpg
adult-39.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-39.jpg
adult-4.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-4.jpg
adult-40.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-40.jpg
adult-41.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-41.jpg
adult-42.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-42.jpg
adult-43.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-43.jpg
adult-44.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-44.jpg
adult-45.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-45.jpg
adult-46.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-46.jpg
adult-47.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-47.jpg
adult-48.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-48.jpg
adult-49.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-49.jpg
adult-5.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-5.jpg
adult-50.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-50.jpg
adult-51.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-51.jpg
adult-52.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-52.jpg
adult-53.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-53.jpg
adult-54.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-54.jpg
adult-55.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-55.jpg
adult-56.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-56.jpg
adult-57.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-57.jpg
adult-58.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-58.jpg
adult-59.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-59.jpg
adult-6.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-6.jpg
adult-60.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-60.jpg
adult-61.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-61.jpg
adult-62.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-62.jpg
adult-63.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-63.jpg
adult-64.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-64.jpg
adult-65.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-65.jpg
adult-66.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-66.jpg
adult-67.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-67.jpg
adult-68.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-68.jpg
adult-69.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-69.jpg
adult-7.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-7.jpg
adult-70.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-70.jpg
adult-71.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-71.jpg
adult-72.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-72.jpg
adult-73.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-73.jpg
adult-74.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-74.jpg
adult-75.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-75.jpg
adult-76.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-76.jpg
adult-77.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-77.jpg
adult-78.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-78.jpg
adult-79.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-79.jpg
adult-8.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-8.jpg
adult-80.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-80.jpg
adult-81.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-81.jpg
adult-82.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-82.jpg
adult-83.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-83.jpg
adult-84.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-84.jpg
adult-85.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-85.jpg
adult-86.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-86.jpg
adult-87.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-87.jpg
adult-88.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-88.jpg
adult-89.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-89.jpg
adult-9.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-9.jpg
adult-90.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-90.jpg
adult-91.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-91.jpg
adult-92.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-92.jpg
adult-93.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-93.jpg
adult-94.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-94.jpg
adult-95.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-95.jpg
adult-96.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-96.jpg
adult-97.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-97.jpg
adult-98.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-98.jpg
adult-99.jpg,face,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/adult/adult-99.jpg
body-1.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-1.jpg
body-10.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-10.jpg
body-100.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-100.jpg
body-101.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-101.jpg
body-102.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-102.jpg
body-103.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-103.jpg
body-104.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-104.jpg
body-105.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-105.jpg
body-106.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-106.jpg
body-107.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-107.jpg
body-108.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-108.jpg
body-109.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-109.jpg
body-11.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-11.jpg
body-110.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-110.jpg
body-111.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-111.jpg
body-112.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-112.jpg
body-113.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-113.jpg
body-114.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-114.jpg
body-115.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-115.jpg
body-116.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-116.jpg
body-117.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-117.jpg
body-118.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-118.jpg
body-119.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-119.jpg
body-12.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-12.jpg
body-120.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-120.jpg
body-121.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-121.jpg
body-122.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-122.jpg
body-123.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-123.jpg
body-124.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-124.jpg
body-125.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-125.jpg
body-126.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-126.jpg
body-127.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-127.jpg
body-128.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-128.jpg
body-129.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-129.jpg
body-13.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-13.jpg
body-130.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-130.jpg
body-131.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-131.jpg
body-132.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-132.jpg
body-133.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-133.jpg
body-134.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-134.jpg
body-135.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-135.jpg
body-136.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-136.jpg
body-137.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-137.jpg
body-138.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-138.jpg
body-139.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-139.jpg
body-14.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-14.jpg
body-140.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-140.jpg
body-141.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-141.jpg
body-142.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-142.jpg
body-143.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-143.jpg
body-144.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-144.jpg
body-15.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-15.jpg
body-16.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-16.jpg
body-17.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-17.jpg
body-18.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-18.jpg
body-19.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-19.jpg
body-2.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-2.jpg
body-20.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-20.jpg
body-21.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-21.jpg
body-22.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-22.jpg
body-23.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-23.jpg
body-24.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-24.jpg
body-25.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-25.jpg
body-26.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-26.jpg
body-27.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-27.jpg
body-28.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-28.jpg
body-29.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-29.jpg
body-3.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-3.jpg
body-30.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-30.jpg
body-31.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-31.jpg
body-32.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-32.jpg
body-33.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-33.jpg
body-34.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-34.jpg
body-35.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-35.jpg
body-36.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-36.jpg
body-37.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-37.jpg
body-38.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-38.jpg
body-39.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-39.jpg
body-4.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-4.jpg
body-40.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-40.jpg
body-41.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-41.jpg
body-42.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-42.jpg
body-43.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-43.jpg
body-44.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-44.jpg
body-45.jpg,body,/mindhive/nklab3/users/bowen/TDANN/floc/fLoc-version-1/stimuli/body/body-45.jpg
